,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,74,Dogecoin,DOGE,dogecoin,888,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143037176383.7052,143037176383.7052,True,,11,,,,2024-02-12T05:34:00.000Z,0.0803282583172187,335480493.81350785,57.6867,-0.06240575,-2.04575339,3.0003731,-0.27292322,-16.45357858,7.06096087,11489927253.515844,0.6378,11489927253.52,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:42:50.061287
11,1958,TRON,TRX,tron,929,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88081824436.65222,88081825196.46071,True,,12,71659659264.0,8898476075.492397,,2024-02-12T05:33:00.000Z,0.12417692418421486,184608052.19076997,-2.1419,0.08299111,-0.32813289,3.74673822,15.45999292,19.05600283,16.87833103,10937730035.077486,0.6071,10937730129.43,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:42:50.061287
12,6636,Polkadot,DOT,polkadot-new,682,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1277958829.5162618,1410219331.2246134,True,,13,,,,2024-02-12T05:33:00.000Z,7.100249507916425,169104121.19327238,9.1785,0.10277829,-2.16492236,3.78019872,-7.40839672,-4.38549398,30.9741273,9073826550.410288,0.5037,10012909112.58,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:42:50.061287
13,3890,Polygon,MATIC,polygon,1271,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9610740414.388042,10000000000.0,False,,14,,,,2024-02-12T05:33:00.000Z,0.8307003860938921,246324682.01523206,-2.3823,-0.23883483,-3.47916736,7.65260921,-3.99614703,-5.64705262,-11.44185284,7983645772.88032,0.4435,8307003860.94,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:42:50.061287
14,11419,Toncoin,TON,toncoin,200,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3458292238.7078233,5102578386.258407,True,,15,3414166606.0,7102963436.098711,,2024-02-12T05:34:00.000Z,2.0804384366059,27935422.4463871,14.1719,0.0883721,-0.6130939,1.4219582,-1.79992403,-4.28415278,-11.37165163,7194764098.423621,0.3994,10615600200.57,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:42:50.061287
0,1,Bitcoin,BTC,bitcoin,10816,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19625425.0,19625425.0,False,,1,,,,2024-02-12T05:35:00.000Z,48179.35309572323,19275115966.738647,5.0504,0.12151494,-0.20077765,12.98899551,12.21878286,12.58004045,31.71332356,945540280728.634,52.4843,1011766415010.19,,2024-02-12T05:35:00.000Z,,,,,,2024-02-12 05:43:51.158236
1,1027,Ethereum,ETH,ethereum,8397,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120169997.44293813,120169997.44293813,True,,2,,,,2024-02-12T05:35:00.000Z,2499.8773472228554,6936420246.903355,-2.509,0.04021318,-0.9684103,9.19303576,-1.83150139,10.59792003,21.49149218,300410254423.4295,16.6749,300410254423.43,,2024-02-12T05:35:00.000Z,,,,,,2024-02-12 05:43:51.158236
2,825,Tether USDt,USDT,tether,74514,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,96475135177.57817,99600626148.96388,True,,3,,,,2024-02-12T05:34:00.000Z,1.0004047230764066,31489053571.88618,4.6701,-0.01449404,-0.00837194,0.12128102,0.05467329,0.01673417,0.00900993,96514180891.08398,5.3572,99640936820.79,,2024-02-12T05:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-02-12 05:43:51.158236
3,1839,BNB,BNB,bnb,2060,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149545289.24967918,149545289.24967918,False,,4,,,,2024-02-12T05:34:00.000Z,320.0816742779206,712882277.6742418,-3.7623,0.09079886,-1.08644963,6.08270907,7.46606927,28.25320843,31.55987929,47866706563.41324,2.6569,47866706563.41,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:43:51.158236
4,5426,Solana,SOL,solana,625,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,437310891.36632335,569376958.788106,True,,5,,,,2024-02-12T05:35:00.000Z,105.89991473967082,1526438410.2751925,-4.073,0.07620833,-3.06409032,10.49634941,15.04736905,49.07931047,94.57530773,46311186110.42309,2.5706,60296971390.39,,2024-02-12T05:35:00.000Z,,,,,,2024-02-12 05:43:51.158236
5,52,XRP,XRP,xrp,1227,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54506969135.0,99987912526.0,False,,6,,,,2024-02-12T05:35:00.000Z,0.5217329538336435,750943209.1395272,22.188,-0.18881685,-1.17396719,3.55724891,-9.2677083,-16.69088002,-21.60911618,28438082011.322784,1.5785,52173295383.36,,2024-02-12T05:35:00.000Z,,,,,,2024-02-12 05:43:51.158236
6,3408,USDC,USDC,usd-coin,16656,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,27922548984.264103,27922548984.264103,False,,7,,,,2024-02-12T05:35:00.000Z,1.000066085966388,4095497562.362092,6.9421,-0.04493342,0.00790517,-0.00299688,-0.01302561,0.00264402,0.00253502,27924394272.897743,1.55,27924394272.9,,2024-02-12T05:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-02-12 05:43:51.158236
7,2010,Cardano,ADA,cardano,1068,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35442797280.238,36613928911.921,False,,8,,,,2024-02-12T05:34:00.000Z,0.5380902284990251,430020475.1169719,-10.6364,0.0054455,-4.265601,8.54573935,-1.97847272,-17.31899105,49.00535676,19071422887.16789,1.0586,24214060282.46,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:43:51.158236
8,5805,Avalanche,AVAX,avalanche,661,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,367475733.44849443,435508643.44849443,False,,9,,,,2024-02-12T05:34:00.000Z,38.83177106821762,543929307.7929817,-17.6057,0.32228039,-3.79906224,11.84674129,8.59328692,0.69447659,131.59701754,14269733554.397297,0.7921,27958875169.12,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:43:51.158236
9,1975,Chainlink,LINK,chainlink,1631,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,10,,,,2024-02-12T05:34:00.000Z,20.057202427114316,759760465.630868,27.7235,0.28846778,0.17412347,8.17746965,41.82194451,35.42599537,36.19601051,11775582952.324375,0.6536,20057202427.11,,2024-02-12T05:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-02-12 05:43:51.158236
10,74,Dogecoin,DOGE,dogecoin,888,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143037176383.7052,143037176383.7052,True,,11,,,,2024-02-12T05:35:00.000Z,0.08032302425140132,335491731.59893775,57.6592,-0.0593644,-2.04313497,2.98889735,-0.27441912,-16.4599965,7.05427851,11489178587.52032,0.6377,11489178587.52,,2024-02-12T05:35:00.000Z,,,,,,2024-02-12 05:43:51.158236
11,1958,TRON,TRX,tron,929,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88081824436.65222,88081825196.46071,True,,12,71659659264.0,8899542590.891157,,2024-02-12T05:34:00.000Z,0.1241918072496622,184501337.24219564,-2.2057,0.0810131,-0.32321144,3.78025392,15.35437763,19.04823621,16.8045345,10939040962.635298,0.6072,10939041057.0,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:43:51.158236
12,6636,Polkadot,DOT,polkadot-new,682,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1277958829.5162618,1410219331.2246134,True,,13,,,,2024-02-12T05:34:00.000Z,7.098713849179868,169038710.75290313,9.1498,0.08917386,-2.20137755,3.71641252,-7.41065111,-4.33997085,30.85916837,9071864041.768782,0.5036,10010743496.95,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:43:51.158236
13,3890,Polygon,MATIC,polygon,1271,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9610740414.388042,10000000000.0,False,,14,,,,2024-02-12T05:34:00.000Z,0.8307637150718056,246139770.49731392,-2.4756,-0.16233936,-3.47832111,7.64908388,-4.01830251,-5.59560556,-11.29614517,7984254411.247754,0.4432,8307637150.72,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:43:51.158236
14,11419,Toncoin,TON,toncoin,200,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3458292238.7078233,5102578386.258407,True,,15,3414166606.0,7103939189.451695,,2024-02-12T05:35:00.000Z,2.0807242320768267,27937658.8174563,14.1318,0.08237974,-0.53021488,1.43354557,-1.76967176,-4.27564387,-11.35646258,7195752462.682586,0.3994,10617058494.36,,2024-02-12T05:35:00.000Z,,,,,,2024-02-12 05:43:51.158236
0,1,Bitcoin,BTC,bitcoin,10816,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19625643.0,19625643.0,False,,1,,,,2024-02-12T09:56:00.000Z,47912.42000117952,19948566820.9572,4.4572,-0.43974669,-0.56750874,11.43304864,11.65117317,11.76397135,31.22814236,940312050209.2089,52.4275,1006160820024.77,,2024-02-12T09:56:00.000Z,,,,,,2024-02-12 10:05:16.260081
1,1027,Ethereum,ETH,ethereum,8400,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120169997.44293813,120169997.44293813,True,,2,,,,2024-02-12T09:56:00.000Z,2477.499722018419,7017395746.736636,-4.1826,-0.57778516,-1.86145469,6.98023308,-2.47877908,8.53805711,20.89778688,297721135259.8334,16.5996,297721135259.83,,2024-02-12T09:56:00.000Z,,,,,,2024-02-12 10:05:16.260081
2,825,Tether USDt,USDT,tether,74527,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,96475135177.57817,99600626148.96388,True,,3,,,,2024-02-12T09:55:00.000Z,1.00015535053553,31754670177.344975,2.1824,0.00729101,-0.02654688,0.10422379,0.01866052,-0.01056348,-0.02581845,96490122641.49335,5.3799,99616099159.58,,2024-02-12T09:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-02-12 10:05:16.260081
3,1839,BNB,BNB,bnb,2060,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149545270.4117152,149545270.4117152,False,,4,,,,2024-02-12T09:55:00.000Z,316.0229027395049,731052066.4903398,-0.8154,-0.59756871,-2.37466025,4.20438867,5.8329757,25.0743122,28.58924089,47259730446.474434,2.635,47259730446.47,,2024-02-12T09:55:00.000Z,,,,,,2024-02-12 10:05:16.260081
4,5426,Solana,SOL,solana,625,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,437310541.3116147,569376608.7333974,True,,5,,,,2024-02-12T09:55:00.000Z,104.83932354348592,1543124032.2298055,3.907,-0.91116633,-4.58337104,7.98833999,13.4296067,45.02212866,93.21980419,45847341329.545334,2.5562,59693058501.09,,2024-02-12T09:55:00.000Z,,,,,,2024-02-12 10:05:16.260081
5,52,XRP,XRP,xrp,1227,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54506969135.0,99987912526.0,False,,6,,,,2024-02-12T09:56:00.000Z,0.516964312608621,775608756.2268772,10.9437,-0.22035646,-3.20016989,2.8861577,-9.82786971,-17.88467039,-21.25112738,28178157831.254593,1.5711,51696431260.86,,2024-02-12T09:56:00.000Z,,,,,,2024-02-12 10:05:16.260081
6,3408,USDC,USDC,usd-coin,16658,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,27894583803.580997,27894583803.580997,False,,7,,,,2024-02-12T09:56:00.000Z,1.0000830705000467,4022228652.585751,-3.4244,-0.01638998,0.00907315,0.00474804,-0.01497178,0.02263954,0.00931281,27896901020.606155,1.5554,27896901020.61,,2024-02-12T09:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-02-12 10:05:16.260081
7,2010,Cardano,ADA,cardano,1068,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35443468156.178,36613928911.921,False,,8,,,,2024-02-12T09:55:00.000Z,0.5345624711441695,370423514.8564641,-29.1846,-0.62450237,-3.81618179,6.63349643,-2.47984529,-16.94178902,46.80351112,18946747923.486195,1.0564,24055311201.49,,2024-02-12T09:55:00.000Z,,,,,,2024-02-12 10:05:16.260081
8,5805,Avalanche,AVAX,avalanche,661,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,367475981.9835696,435508891.9835696,False,,9,,,,2024-02-12T09:55:00.000Z,38.67183427541148,539033488.4981049,-17.2164,-0.78190167,-5.1048781,9.44247236,8.27050135,0.99389679,126.85012146,14210970275.462698,0.7925,27843720678.3,,2024-02-12T09:55:00.000Z,,,,,,2024-02-12 10:05:16.260081
9,1975,Chainlink,LINK,chainlink,1631,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,10,,,,2024-02-12T09:55:00.000Z,20.03155568086181,634873785.438237,-15.8915,-0.8597169,-1.76133665,6.66149797,42.36059978,34.24634721,36.32028577,11760525748.35732,0.6557,20031555680.86,,2024-02-12T09:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-02-12 10:05:16.260081
10,74,Dogecoin,DOGE,dogecoin,888,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143039496383.70523,143039496383.70523,True,,11,,,,2024-02-12T09:56:00.000Z,0.07974044662415515,286870014.4625939,7.2321,-0.67022412,-3.53920202,1.32958071,-0.44341748,-17.7755286,6.61140385,11406033326.53088,0.6359,11406033326.53,,2024-02-12T09:56:00.000Z,,,,,,2024-02-12 10:05:16.260081
11,1958,TRON,TRX,tron,929,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88081741141.61096,88081746563.6098,True,,12,71659659264.0,8961107416.789867,,2024-02-12T09:55:00.000Z,0.125050935335548,193877649.40952152,3.1365,-0.04450627,0.25597389,5.15168974,11.41034011,19.34998064,17.21427746,11014704115.742071,0.6143,11014704793.77,,2024-02-12T09:55:00.000Z,,,,,,2024-02-12 10:05:16.260081
12,6636,Polkadot,DOT,polkadot-new,683,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1277958828.2607017,1410219329.9690533,True,,13,,,,2024-02-12T09:55:00.000Z,7.034969817901296,164260227.43685657,1.1315,-0.92721041,-3.2472103,2.12459397,-7.90481001,-3.86527477,29.22079164,8990401785.334543,0.5013,9920850422.95,,2024-02-12T09:55:00.000Z,,,,,,2024-02-12 10:05:16.260081
13,3890,Polygon,MATIC,polygon,1271,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9610740534.039097,10000000000.0,False,,14,,,,2024-02-12T09:55:00.000Z,0.823391004970921,250171137.30455637,3.7663,-0.67375816,-3.80205355,5.4088249,-5.01466009,-6.94529693,-14.50532338,7913397306.837218,0.4412,8233910049.71,,2024-02-12T09:55:00.000Z,,,,,,2024-02-12 10:05:16.260081
14,11419,Toncoin,TON,toncoin,200,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456898374.7192054,5101184595.52609,True,,15,3414166606.0,7100728744.481355,,2024-02-12T09:56:00.000Z,2.0797839015830837,28148110.31611422,11.8937,-0.62801852,-2.24920246,1.40005613,-1.91241743,-4.17321026,-12.39419151,7189601589.14973,0.4009,10609361600.78,,2024-02-12T09:56:00.000Z,,,,,,2024-02-12 10:05:16.260081
0,1,Bitcoin,BTC,bitcoin,10816,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19625643.0,19625643.0,False,,1,,,,2024-02-12T09:57:00.000Z,47921.15194681245,19961154187.48875,4.536,-0.42102576,-0.51176782,11.44436868,11.66893237,11.77554396,31.2641663,940483420256.8962,52.5695,1006344190883.06,,2024-02-12T09:57:00.000Z,,,,,,2024-02-12 10:06:17.395773
